Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
ŋ	ŋ	ʃiŋiŋ, gɹɛŋgɹo	Duhumbi, Kaspi, Khispi, Khoitam, Dikhyang, Kojo Rojo, Khoina, Shergaon, Rupa, Saria, Namphri, Singchung, Wangho, Jerigaon, Lasumpatte, Bichom, Rahung, Rawa, Chayangtajo	54	U+014b
ŋ$	ŋ	naŋ, hiŋ	Khoitam, Rahung, Saria, Chayangtajo, Lasumpatte, Jerigaon, Khoina, Kaspi, Namphri, Khispi, Duhumbi, Wangho, Rupa, Bichom, Shergaon, Dikhyang, Kojo Rojo, Rawa, Singchung, Bulu	314	U+014b U+0024
ŋh	ŋ̊	aŋhuiʔ	Lasumpatte, Chayangtajo	2	U+014b U+0068
ŋs	ŋ s	toŋsəu	Rawa	1	U+014b U+0073
ŋŋ	ŋ ŋ	hiŋŋa_lej	Khispi	1	U+014b U+014b
ũ	ũ	hũŋ, fũppʰa	Bichom, Rahung	2	U+0169
ũə	ũə			
ũː	ũː	nũː_	Khoitam	1	U+0169 U+02d0
ũː$	ũː	ʔa-ʨʰũː, hũː	Khoina, Rupa, Rahung, Khoitam	5	U+0169 U+02d0 U+0024
ū	ū/u	nūa	Wangho	1	U+016b
ūa	ua			
ɐ	ɐ	ʥɐ-pʰluː	Khoina	1	U+0250
ɔ	ɔ	ʔa-dɔk, ʔɔʔɔ̃ː	Duhumbi, Khispi, Dikhyang, Rahung, Shergaon, Rupa, Khoitam, Bulu, Khoina, Jerigaon	87	U+0254
ɔ$	ɔ	rɔ, ʔɔ	Rupa, Rahung, Khoitam, Jerigaon, Khoina, Shergaon, Khispi	18	U+0254 U+0024
ɔi	ɔi			
ɔː	ɔː	bɔːdi, ʔa-jɔː_	Khoitam, Khispi, Duhumbi, Rupa, Rahung	9	U+0254 U+02d0
ɔː$	ɔː	kʰɔː, ʔa-jɔː	Jerigaon, Khoina, Bulu, Shergaon, Khoitam, Khispi, Rupa, Rahung, Saria	22	U+0254 U+02d0 U+0024
ɔ̃	ɔ̃	ʨɔ̃n-du_, ʔa-xɔ̃ŋ_	Rahung, Khoina	2	U+0254 U+0303
ɔ̃$	ɔ̃	jɔ̃, nɔ̃	Dikhyang, Jerigaon, Khoina, Rupa, Rahung, Khoitam	8	U+0254 U+0303 U+0024
ɔ̃ː	ɔ̃ː	nɔ̃ː-ʨʰi, pʰ-ʨʰɔ̃ː_waː	Khoina, Rahung, Rupa, Jerigaon	4	U+0254 U+0303 U+02d0
ɔ̃ː$	ɔ̃ː	ʔa-ʨʰɔ̃ː, ʔa-zɔ̃ː	Shergaon, Rahung, Rupa, Khoina, Khoitam	14	U+0254 U+0303 U+02d0 U+0024
ɕ	ɕ	əɕɛk, ɕap-ɕin	Dikhyang, Khispi, Duhumbi	5	U+0255
ə	ə	ʧəmut, həŋ	Rawa, Bulu, Rupa, Kojo Rojo, Chayangtajo, Lasumpatte, Dikhyang, Saria, Khoitam, Shergaon, Jerigaon, Khoina, Namphri, Kaspi, Singchung, Wangho, Bichom, Rahung	207	U+0259
ə$	ə	bə-, tʰə	Dikhyang, Rahung, Kojo Rojo, Jerigaon, Khoina, Khoitam	16	U+0259 U+0024
əo	əo			
əu	əu			
əə$	əː	rou-gəə, tʰevəə	Bichom, Chayangtajo, Lasumpatte	3	U+0259 U+0259 U+0024
əː$	əː	akəː, katəː	Lasumpatte, Chayangtajo, Saria, Kojo Rojo, Rawa	9	U+0259 U+02d0 U+0024
ə̄$	ə̄/ə	uŋə̄	Namphri	1	U+0259 U+0304 U+0024
ə̌	ə̌/ə	pə̌sen	Kaspi	1	U+0259 U+030c
ɛ	ɛ	ʔa-rɛŋ, zɛk	Rahung, Dikhyang, Jerigaon, Duhumbi, Bulu, Khispi, Khoina, Shergaon, Khoitam, Rupa, Rawa, Chayangtajo, Lasumpatte, Kojo Rojo, Saria	118	U+025b
ɛ$	ɛ	ʔa-tʰɛ, lɛ	Jerigaon, Khoitam, Dikhyang, Rahung, Chayangtajo, Lasumpatte, Kojo Rojo, Khoina	24	U+025b U+0024
ɛ:$	ɛː	ʤirjɛ:	Bulu	1	U+025b U+003a U+0024
ɛi	ɛi			
ɛĩ	ɛĩ			
ɛɛ	ɛː	bɛɛ-rak, bɛɛʧiʔ	Lasumpatte, Chayangtajo, Saria	3	U+025b U+025b
ɛʰ$	ɛʰ	ʔa-nɛʰ	Rahung, Jerigaon, Khoitam	3	U+025b U+02b0 U+0024
ɛː	ɛː	bɛːkɨː, hɛː_	Saria, Chayangtajo, Lasumpatte, Bulu, Jerigaon	8	U+025b U+02d0
ɛː$	ɛː	hɛː, lɛː	Bulu, Lasumpatte, Rahung, Khoitam, Chayangtajo, Saria, Jerigaon, Kojo Rojo, Rawa, Khoina, Shergaon	50	U+025b U+02d0 U+0024
ɛ̃	ɛ̃	mətʰɛ̃n, sɛ̃j_	Khoina, Jerigaon	2	U+025b U+0303
ɛ̃$	ɛ̃	ahɛ̃	Saria	1	U+025b U+0303 U+0024
ɛ̃ː$	ɛ̃ː	ʔa-ʦʰɛ̃ː, tʰuŋ-ʦɛ̃ː	Rupa, Khoina	3	U+025b U+0303 U+02d0 U+0024
ɨ	ɨ	hɨŋ, pãʧɨʔ	Rawa, Bulu, Kojo Rojo	14	U+0268
ɨɨ$	ɨː	toʔrɨɨ	Saria	1	U+0268 U+0268 U+0024
ɨː	ɨː	panʧɨːhɹɛː, katɨːsɨː	Saria, Kojo Rojo	2	U+0268 U+02d0
ɨː$	ɨː	baikɨː, ʤɨː	Saria, Bulu, Kojo Rojo, Chayangtajo, Lasumpatte, Rawa	17	U+0268 U+02d0 U+0024
ɨ̃	ɨ̃	hɨ̃-jəm, hɨ̃-rin	Kojo Rojo	2	U+0268 U+0303
ɲ	ɲ	eɲoⁱ, ʔa-ɲaː	Dikhyang, Namphri, Singchung, Wangho, Bichom, Rupa, Shergaon, Kaspi	11	U+0272
ɹ	ɹ	gɹɛŋgɹo, kəbɹaː	Kojo Rojo, Chayangtajo, Saria, Lasumpatte, Rawa, Khispi, Duhumbi, Kaspi	52	U+0279
ɹ$	ɹ	ɕɛɹ, jaŋkaɹ	Duhumbi	2	U+0279 U+0024
ɾ	ɾ	kʰɾuk	Bichom, Kaspi, Singchung, Namphri	4	U+027e
ʃ	ʃ	eʃaik, aʃiʔ	Namphri, Bulu, Kojo Rojo, Singchung, Wangho, Bichom	8	U+0283
ʈ͡ʂʰ	ʈʂʰ	ʔa-ʈ͡ʂʰũː	Khoina	1	U+0288 U+0361 U+0282 U+02b0
ʐ	ʐ	gə-ʐaŋ, dy-ʐyk	Khoina	2	U+0290
ʒ	ʒ	aʒun, aʒuiN	Bulu, Kojo Rojo	4	U+0292
ʔ	ʔ	ʔɔʔɔ̃ː, ʔyk̚ʔãː	Rupa, Saria, Jerigaon, Namphri, Bulu, Rawa, Duhumbi, Bichom, Shergaon, Rahung, Khoitam, Khoina, Dikhyang	18	U+0294
ʔ$	ʔ	geiʔ, aiʔ	Saria, Chayangtajo, Lasumpatte, Bulu, Rawa, Kojo Rojo, Duhumbi, Bichom, Khoina, Kaspi	107	U+0294 U+0024
ʣ	dz	ʔaʣajŋ_	Khoina	1	U+02a3
ʤ	dʒ	pəʤaiʔ, aʤua	Lasumpatte, Chayangtajo, Bulu	6	U+02a4
ʥ	dʑ	ʔa-ʥap, ʔaʥɛŋ	Khoitam, Jerigaon, Rahung, Duhumbi, Khoina, Shergaon	17	U+02a5
ʦ	ts	ʔik̚-ʦiŋ, beʦa	Rupa, Duhumbi, Khoina, Bulu, Khispi, Khoitam, Shergaon, Dikhyang	13	U+02a6
ʦʰ	tsʰ	nə-ʦʰoː_, nə-ʦʰaw	Rupa, Khoina, Shergaon	7	U+02a6 U+02b0
ʧ	tʃ	aʧaː, aʧaiʔ	Kojo Rojo, Rawa, Chayangtajo, Lasumpatte, Bulu, Saria, Wangho	21	U+02a7
ʨ	tɕ	ʔa-ʨu, ʔa͡-ʨan-du	Shergaon, Rahung, Khispi, Duhumbi, Jerigaon, Khoina, Khoitam, Rupa	11	U+02a8
ʨʰ	tɕʰ	ʔa-ʨʰɔ̃ː, ʔu-ʨʰam	Rahung, Khispi, Jerigaon, Shergaon, Duhumbi, Khoina, Khoitam, Rupa, Dikhyang	28	U+02a8 U+02b0
ỹ$	ỹ	ɕ-tỹ	Khoina	1	U+1ef9 U+0024
’	NULL	ʔik’kjiŋ_	Shergaon	1	U+2019
